Código Región,Nombre Región,Pertenencia al SNSS,Tipo Establecimiento (Unidad),Ámbito de Funcionamiento,Nombre Oficial,Dependencia Administrativa,Nivel de Atención,Código Comuna,Nombre Comuna,Tiene Servicio de Urgencia,Tipo de Urgencia ,Clasificación Tipo de SAPU,LATITUD [Grados decimales],LONGITUD [Grados decimales],Tipo de Prestador Sistema de Salud,Estado de Funcionamiento,Nivel de Complejidad,Tipo de Atención 
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Centro Comunitario de Salud Familiar (CECOSF),Establecimiento de Salud,Centro Comunitario de Salud Familiar Las Quilas,Municipal,Primario,9101,Temuco,NO,No Aplica,No Aplica,-38.74812,-72.60681,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Truf Truf,Municipal,Primario,9112,Padre Las Casas,NO,No Aplica,No Aplica,-38.74772,-72.5397,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Nehuentué,Municipal,Primario,9102,Carahue,NO,No Aplica,No Aplica,-38.74518,-73.41073,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Inmunológico del Sur - Labisur,Privado,No Aplica,9101,Temuco,NO,No Aplica,No Aplica,-38.744707,-72.637698,Privado,Vigente en operación habitual,No Aplica,No Aplica
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Atención Primaria de Urgencia (SAPU),Establecimiento de Salud,SAPU Nueva Imperial,Municipal,Primario,9111,Nueva Imperial,SI,Urgencia Ambulatoria (SAPU),Corto,-38.744676,-72.954597,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Nueva Imperial,Municipal,Primario,9111,Nueva Imperial,NO,No Aplica,No Aplica,-38.74447,-72.95475,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Diálisis,Establecimiento de Salud,Centro de Diálisis Los Ángeles Limitada,Privado,No Aplica,9111,Nueva Imperial,NO,No Aplica,No Aplica,-38.743508,-72.94973,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Unidad de Procedimientos Móvil ,Unidad de Atención,Clínica Dental Móvil Doble. Pat. BBZV83 (Temuco),Servicio de Salud,No Aplica,9101,Temuco,NO,No Aplica,No Aplica,-38.743153,-72.591526,Público ,Vigente en operación habitual,No Aplica,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Unidad de Procedimientos Móvil ,Unidad de Atención,Clínica Dental Móvil Doble. Pat. BBZV84 (Temuco),Servicio de Salud,No Aplica,9101,Temuco,NO,No Aplica,No Aplica,-38.743153,-72.591526,Público ,Vigente en operación habitual,No Aplica,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Unidad de Procedimientos Móvil ,Unidad de Atención,Clínica Dental Móvil Doble. Pat. BBZV85 (Temuco),Servicio de Salud,No Aplica,9101,Temuco,NO,No Aplica,No Aplica,-38.743153,-72.591526,Público ,Vigente en operación habitual,No Aplica,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Unidad de Salud Funcionarios ,Unidad de Atención,Unidad de Salud Funcionario   SS. Araucanía Sur,Servicio de Salud,Secundario,9101,Temuco,NO,No Aplica,No Aplica,-38.743153,-72.591526,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Dirección Servicio de Salud,Unidad de Atención,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Araucanía Sur),Servicio de Salud,No Aplica,9101,Temuco,NO,No Aplica,No Aplica,-38.743153,-72.591526,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Programa de Reparación y Atención Integral de Salud (PRAIS),Programa de Atención ,PRAIS (S.S Araucanía Sur),Servicio de Salud,No Aplica,9101,Temuco,NO,No Aplica,No Aplica,-38.743153,-72.591526,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,MegaSalud S.A. Centro Médico y Dental Temuco,Privado,No Aplica,9101,Temuco,NO,No Aplica,No Aplica,-38.741992,-72.590135,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Clínico Dra. Ruth Schurch,Privado,No Aplica,9101,Temuco,NO,No Aplica,No Aplica,-38.741914,-72.589766,Privado,Vigente en operación habitual,No Aplica,No Aplica
13,Región Metropolitana de Santiago,Perteneciente al Sistema Nacional de Servicios de Salud,Clínica Dental,Establecimiento de Salud,Centro Odontológico Macul,Municipal,No Aplica,13118,Macul,NO,No Aplica,No Aplica,-33.493489,-70.614616,Público ,Vigente en operación habitual,No Aplica,Atención Abierta-Ambulatoria
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro de Salud Gendarmería de Chile (Temuco),Gendamería,Secundario,9101,Temuco,NO,No Aplica,No Aplica,-38.74109,-72.58956,Fuerzas Armadas y de Orden,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Centro Comunitario de Salud Familiar (CECOSF),Establecimiento de Salud,Centro Comunitario de Salud Familiar San Antonio,Servicio de Salud,Primario,9101,Temuco,NO,No Aplica,No Aplica,-38.741,-72.57906,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Hospital,Establecimiento de Salud,Hospital Intercultural de Nueva Imperial,Servicio de Salud,Terciario,9111,Nueva Imperial,SI,Urgencia Hospitalaria (UEH),No Aplica,-38.740329,-72.958314,Público ,Vigente en operación habitual,Mediana Complejidad,Atención Cerrada-Hospitalaria
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Diálisis,Establecimiento de Salud,Centro de Diálisis Tecnodial Ltda.,Privado,No Aplica,9101,Temuco,NO,No Aplica,No Aplica,-38.740314,-72.599755,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro Médico y Dental de Carabineros de Chile Zona IX Araucanía,Fuerzas Armadas y de Orden (FFAA),No Aplica,9101,Temuco,NO,No Aplica,No Aplica,-38.74022,-72.58422,Fuerzas Armadas y de Orden,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Clínico Cegnos,Privado,No Aplica,9101,Temuco,NO,No Aplica,No Aplica,-38.739861,-72.592741,Privado,Vigente en operación habitual,No Aplica,No Aplica
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro de la Cruz Roja Temuco,Privado,Secundario,9101,Temuco,NO,No Aplica,No Aplica,-38.739009,-72.597678,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro de Diagnóstico y Tratamiento SIRESA,Privado,Secundario,9101,Temuco,NO,No Aplica,No Aplica,-38.738504,-72.588336,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Clínico Marticorena,Privado,No Aplica,9101,Temuco,NO,No Aplica,No Aplica,-38.738345,-72.591953,Privado,Vigente en operación habitual,No Aplica,No Aplica
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Diálisis,Establecimiento de Salud,Centro de Diálisis Araucanía Limitada,Privado,No Aplica,9101,Temuco,NO,No Aplica,No Aplica,-38.738273,-72.602783,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Clínico Imex,Privado,No Aplica,9101,Temuco,NO,No Aplica,No Aplica,-38.738161,-72.603443,Privado,Vigente en operación habitual,No Aplica,No Aplica
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Clínico UC Temuco,Privado,No Aplica,9101,Temuco,NO,No Aplica,No Aplica,-38.737683,-72.603005,Privado,Vigente en operación habitual,No Aplica,No Aplica
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Clínica,Establecimiento de Salud,Clínica Redsalud Mayor Temuco,Privado,Terciario,9101,Temuco,SI,Urgencia Hospitalaria (UEH),No Aplica,-38.73749,-72.64861,Privado,Vigente en operación habitual,Alta Complejidad,Atención Cerrada-Hospitalaria
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro de Salud Mutual CChC Temuco,Privado,Secundario,9101,Temuco,NO,No Aplica,No Aplica,-38.737476,-72.610487,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Laboratorio Sociedad Inmunomédica,Privado,Secundario,9101,Temuco,NO,No Aplica,No Aplica,-38.737438,-72.627453,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Instituto de Mamografía Limitada,Privado,Secundario,9101,Temuco,NO,No Aplica,No Aplica,-38.737387,-72.605691,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Diálisis,Establecimiento de Salud,Centro de Diálisis Villarrica Limitada,Privado,No Aplica,9101,Temuco,NO,No Aplica,No Aplica,-38.737369,-72.605909,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro Diagnóstico Histopatología Citopatología,Privado,Secundario,9101,Temuco,NO,No Aplica,No Aplica,-38.737359,-72.60577,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Metodista (D),Delegados ,Primario,9101,Temuco,NO,No Aplica,No Aplica,-38.73729,-72.62246,Pendiente,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro de Imagenología y Diagnóstico,Privado,Secundario,9101,Temuco,NO,No Aplica,No Aplica,-38.737247,-72.627443,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Clínico Bioanalisis,Privado,No Aplica,9101,Temuco,NO,No Aplica,No Aplica,-38.736928,-72.590314,Privado,Vigente en operación habitual,No Aplica,No Aplica
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Centro Comunitario de Salud Familiar (CECOSF),Establecimiento de Salud,Centro Comunitario de Salud Familiar El Alto,Municipal,Primario,9111,Nueva Imperial,NO,No Aplica,No Aplica,-38.73677,-72.94605,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Clínica,Establecimiento de Salud,Clínica Alemana de Temuco,Privado,Terciario,9101,Temuco,SI,Urgencia Hospitalaria (UEH),No Aplica,-38.736587,-72.610699,Privado,Vigente en operación habitual,Alta Complejidad,Atención Cerrada-Hospitalaria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Hospital,Establecimiento de Salud,Hospital Dr. Hernán Henríquez Aravena (Temuco),Servicio de Salud,Terciario,9101,Temuco,SI,Urgencia Hospitalaria (UEH),No Aplica,-38.736532,-72.599238,Público ,Vigente en operación habitual,Alta Complejidad,Atención Cerrada-Hospitalaria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Establecimiento de Salud,SAR Miraflores,Servicio de Salud,Primario,9101,Temuco,SI,Urgencia ambulatoria (SAR),No Aplica,-38.735316,-72.581809,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Miraflores (Temuco),Servicio de Salud,Primario,9101,Temuco,NO,No Aplica,No Aplica,-38.73519,-72.58179,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Centro Corporación para la Nutrición Infantil (CONIN),Establecimiento de Salud,Centro CONIN Temuco,Privado,No Aplica,9101,Temuco,NO,No Aplica,No Aplica,-38.734941,-72.571502,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Cerrada-Hospitalaria
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Clínica,Establecimiento de Salud,Clínica Oncológica CIDO SpA,Privado,No Aplica,9101,Temuco,NO,No Aplica,No Aplica,-38.734908,-72.613802,Privado,Vigente en operación habitual,,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Atención Primaria de Urgencia (SAPU),Establecimiento de Salud,SAPU Santa Rosa,Municipal,Primario,9101,Temuco,SI,Urgencia Ambulatoria (SAPU),Corto,-38.734619,-72.572467,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Sociedad de Imagenología Clínica Bioimagen Ltda.,Privado,Secundario,9101,Temuco,NO,No Aplica,No Aplica,-38.734583,-72.600063,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Clínico Medisur,Privado,No Aplica,9101,Temuco,NO,No Aplica,No Aplica,-38.73458,-72.600104,Privado,Vigente en operación habitual,No Aplica,No Aplica
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Santa Rosa,Municipal,Primario,9101,Temuco,NO,No Aplica,No Aplica,-38.73449,-72.5721,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro de Salud Regional de Gendarmería de Chile Región de La Araucanía,Gendamería,Secundario,9101,Temuco,NO,No Aplica,No Aplica,-38.73431,-72.58828,Fuerzas Armadas y de Orden,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Hospital,Establecimiento de Salud,Hospital del Trabajador AChS de Temuco,Privado,Terciario,9101,Temuco,NO,No Aplica,No Aplica,-38.733675,-72.609481,Privado,Vigente en operación habitual,,Atención Abierta-Ambulatoria
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Unidad de Imagenología Sorema del Sur,Privado,Secundario,9101,Temuco,NO,No Aplica,No Aplica,-38.733658,-72.60954,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Clínico Municipalidad de Temuco,Municipal,No Aplica,9101,Temuco,NO,No Aplica,No Aplica,-38.733345,-72.59753,Público ,Vigente en operación habitual,No Aplica,No Aplica
